id,profileName,Text,date,title,rating,images,helpful,Colour,Style name
R14VAS873RQNAN,Smitesh Mangelkar,"Earphones are great, sound signature is good I loved it. It's feature loaded and battery life is the plus and way better than realme and oneplus neckbands... , overall happy with the purchase",Reviewed in India on 22 July 2021,Best buy till date...,5,,0,Carbon Black,Flair
R5Y7IIQ0S0KGR,Amazon Customer,"Product sound and bass quality is very good, ver comfortable to use, easily connected, however noise cancellation not so much clear as background noise comes, still voice is clear..",Reviewed in India on 10 June 2021,Good value earphones,4,,2,Carbon Black,Flair
RCNZ8LSS3V8PY,Rajesh maurya,I like the battery backup and the decent sound quality. It gives real good sound even at 50-60 percentage of sound capacity. The battery backup is awesome! Fast charging is life saver. Keep it up good work!,Reviewed in India on 9 April 2022,Battery backup and sound quality,5,,0,Stone Blue,Flair
R27HOXT8M02PED,Sreekanth Madam,"Feels heavy on the neck.Bass is ok, but highs and lows are not up to the acceptable range.Band is not so flexible.",Reviewed in India on 1 April 2022,"The sound is not good,",3,,0,Carbon Black,Flair
R1C3UAMLMD12L2,Salini K T,Why I not recommended only because noise cancellation is not there. Background noise clearly hear while talking.. If it's not there please don't mention it's as it features. Only because the noise cancellation feature I bought and it's quite disappointed.,Reviewed in India on 12 March 2022,Not recommended,3,,0,Stone Blue,Flair
R1EKNGBA1N6DJX,Vishnu,Sound quality is too poor... No beats n bass at all... That touch sensor is worst.. it works with touching its own wire & other skin & even some cloth..it works on any touch (not only finger).. Vibration is irritating...Fits good but whats the use of it when sound quality is dead.,Reviewed in India on 26 May 2022,Sound quality is poor,2,,0,Carbon Black,Flair
RX4MZY5AHBYQX,Bhavana Fule,"Liked the colour which was the main reason to buy it. Also the performance, connectivity and battery life Is also great which I was missing in earlier products from other brands.",Reviewed in India on 22 January 2022,More than Good at this price point and looks are also good.,5,,0,Cobalt Blue,Sense
R3CUWMLGERCJBU,Vishwanath ji verma,"Did not get any good quality neckband bluetooth earphoneThat single star which is looking for creativity neckbands look and its colour wich I liked😅😅😅😅 , this ₹1699/-’s neckband earphones  sound quality, noise cancellation or bass quality did not deserve it's price 🙏🏻☹️☹️ just feeling as I  have been cheated😲😲😢😢😢😢😢",Reviewed in India on 23 December 2021,waste of money,1,,0,Forest Green,Flair
R1H8QC331V7HB,Aravind GS,"Sound and design is very good. But while coming to touch, it is not working properly in all locations. It works good in indoors. But stops workings when using outdoors/ direct sunlight.",Reviewed in India on 9 May 2022,Average build quality,3,,1,Carbon Black,Flair
R36194FJLAFISJ,kushal tiwari," This attached video is of same product which my friend purchased from Amazon. Look at the packaging & same product I purchased from Amazon and jst look at (picture) packaging of my purchased item, very cheap.Secondly, there is an issue in battery performance. Some time it shows 91% & jst after few seconds it shows 88%.",Reviewed in India on 25 August 2021,Original? or Copy?,5,https://m.media-amazon.com/images/I/D1tAW6T5CjS.jpg,0,Stone Blue,Flair
R1T6BZVTQU1J9G,Ankit Singh Jatt,Everything is good but I have been 2 times replacement of this product from service center in 5 monthsSo u can think about of this productReally a big issue in manufacturing of with this productI am not satisfied with this product and was not expect from this brand. Really was bad experience,Reviewed in India on 24 December 2021,Na,3,,0,Stone Blue,Flair
ROGI7SZBBFHHM,Raghavan,Headset design to be improved. Uncomfortable while wearing for long timeVoice clarity during calls for other end person is okLatency in touch. Basic level,Reviewed in India on 5 February 2022,Value for money which has features like magnetic off/ vibration.,4,,1,Stone Blue,Flair
R10B3086BCHTG7,Anandha Krishnan,"Noise cancellation is not good enough, it'll cancel my voice and enhance the surrounding sounds during a call. And the touch button is not good a neckband which is always in contact wid body.",Reviewed in India on 8 April 2022,Noise cancellation and touch button is not good enough,1,,0,Carbon Black,Flair
R97SCJK6LF8K6,Yaeman Garg,"Noise Flair: after using this I am really caught on it's performance.Awesome sound, Look is great, smooth.There is little bit tough in using, when I am sleeping the touch get used. And there is no volume button.All over 4 Star.Now depend on how it will work according product get older.",Reviewed in India on 3 August 2021,"4 🌟 Really satisfied, Highly recommended",4,"https://m.media-amazon.com/images/I/B15EWYFpOKS.jpg
https://m.media-amazon.com/images/I/B1Rb3W5MWKS.jpg
https://m.media-amazon.com/images/I/B1dU8FbIqJS.jpg
https://m.media-amazon.com/images/I/B1xQDqjz-nS.jpg",0,Forest Green,Flair
R11F2VVJEAGEG3,Amazon Customer,Noise cancellation is not happening while driving or ceiling fan is running. Thus this headset can be used for song listening or attend calls with AC running,Reviewed in India on 13 February 2022,Noise cancellation is not happening. It’s hard to listen from the other end while speaking,3,,0,Carbon Black,Flair
R3PA2LAOJVA1WG,Sriraman K,"The magnetic part is not effective. Every time we try to connect, its disconnecting automatically & there by if we are not nearby, we miss most of the calls as we don't get the sound.  The earphones get disconnected from the magnetic.  Also find it very difficult to adjust the volumes.  If i have an option can i return the same.",Reviewed in India on 8 February 2022,Noise collar bluetooth is not a good option.,2,,0,Forest Green,Flair
R2B3AWERUJCOAW,Susobhan Roy,"Product quality is ok not high , bass n treble is also good in this budget price point overall you can't expect too much but satisfied. If you want to buy and your budget is around 1k then you can consider it.",Reviewed in India on 25 November 2021,Good product in budget,4,"https://m.media-amazon.com/images/I/61AWgjGMf0L.jpg
https://m.media-amazon.com/images/I/61L3e+DqbBL.jpg
https://m.media-amazon.com/images/I/71hYGI6YXLL.jpg",0,Cobalt Blue,Sense
R13TT58ZPIYWGX,Mohd. Shoyeb,"The neckband is just as great as advertised, it has good noise cancelling, the sound quality is top notch and it charges just as fast as advertised, this is probably the best that can bought in its price range, there is one issue that it's speaker can get so loud that you can clearly hear whats playing, everything else though is Great.",Reviewed in India on 6 January 2022,Probably the best I've bought.,5,,0,Carbon Black,Flair
R28PYZ3ML7R1PS,Srikanth,Touch sensitivity is too poor while disconnecting and Answering Calls. Sound Quality is Just OK. The only best feature of this is Battery Backup. I bought Realme Buds Wireless Neo2 for my brother on same day and it works way better than Noise. Highly disappointed and I'll never turnaround to Noise again,Reviewed in India on 16 December 2021,Touch is not working when answering and disconnecting Calls. Noise Cancelation is good on driving,2,,0,Stone Blue,Flair
R3EXASY00RJOB9,Sanket Malu,"Go for the purchase blindly. Been 1 month since I've been using it and it's exactly how they've described it above. So smooth for calling, no lags, no battery issues. Infact it's the best and the most recommended one. Yes, bigger brands might be tempting but this is a GREAT BUY",Reviewed in India on 17 December 2021,BEST PRODUCT IN THIS RANGE,5,,0,Cobalt Blue,Sense
RD4537VGHPZQY,Sailee Kamble, The product received back is good as of now not facing any issues with sound n bass but habe 1 complaint I had given back my warranty card n ear buds along with the box which is not returned back . I have not liked this I would have received the product as i have them.,Reviewed in India on 10 March 2022,As of now I am not facing any issue.,5,,0,Jet Black,Sense
R14DD23IIP7HSS,Amar Dhanure,"Don't buy noise products, quality for noise products is too dump and service is ridiculous. Touch button is not working good. Sometimes 1 side sound disappears. sound quality is not good even don't have base. If you are planning to buy this product I suggest please don't buy. Go through other brand",Reviewed in India on 2 June 2022,Totally dump product.,1,,0,Forest Green,Flair
R1R6DP0OR5JVGJ,Ar Khan,The battery life is awesomeBut the noise cancellation is not upto the markOverall good product,Reviewed in India on 14 April 2022,Battery life is awesome,5,,0,Mist Grey,Flair
R12OV4SEMLEY6R,Amrut Loke,"The product is very good in each term. Well specifically I like sound quality & battery life. New touch feature introduce here which working properly. Even while calling I didn't face any issue. I also like the idea of having no button for volume, it makes product unique then the others.In addition it gives 1 year warranty.",Reviewed in India on 11 January 2022,It's worth to buy...,5,,0,Forest Green,Flair
R1ND0V8JPNNAYA,Ashish Mishra,No need to look for any other neckband. This is by far the best u can get at such a competitive price.Sound quality superb.Perfect bass.Clear and concise voice calls.Noise cancellation perfect.Go for it without any doubts.Thank you noise.,Reviewed in India on 23 January 2022,This is by far the best u can get at such a competitive price.,5,,0,Mist Grey,Flair
R20VC6NZXHUSRR,Devalahari,"Bass quality is good, connectivity is also good, battery backup OK, but when it comes to noise Cancellation it's not that much worth to use, especially when u r riding a Bike.",Reviewed in India on 12 September 2021,As mentioned Noice Cancellation is not well,3,,0,Forest Green,Flair
R27TXCJU74UT2S,Meha Singhal,"In 3 months time itself, it is changing the songs on itself. Even if I lower or increase the volume, the songs change..no idea how to reach the customer support",Reviewed in India on 22 February 2022,In just 3 months it started acting up. I did not expect this from such a product. Disappointed!,4,,0,Cobalt Blue,Sense
R5JFD1EVCOJI1,HABEL JOHN MATHEW,Sound quality : 4/5Noise cancellation: 0.1/5Bass quality: 4/5After  9 months reviewBattery life (4.9/5) (3days continuous use still have 20%)Noise cancellation (1/5) ( surrounded sound can be heard than our voice on call)Clarity (4/5) ( (NO PROBLEM TILL NOW),Reviewed in India on 2 August 2021,Good but no noise cancellation,4,"https://m.media-amazon.com/images/I/715UzVTzg8L.jpg
https://m.media-amazon.com/images/I/B10MEVv5J+S.jpg",0,Carbon Black,Flair
RD19IHGS16B3Q,Bibin C Boban,"All are good. Sound, bass, charging, comfortable all good.But the worst thing in this product  is the touch control. Every time when on bed or tuning arround, accidentally the touch enabled portion is touching our body and then distracting the media what we were played. 🤦🏾‍♂️only that is the issue",Reviewed in India on 26 April 2022,All good. Worst thing is touch controll,4,,0,Carbon Black,Flair
R279UPK28CLDII,fredy f.,Don't buy noise products. Apply warranty of damage product takes more the one month ... Buy boat product.. they will send us the new item very faster.,Reviewed in India on 24 May 2022,Don't buy noise products. Buy boat service is very poor for noise,1,,0,Jet Black,Sense
R36KGMDAR8OYDM,Muhammed, Hi guys... And Amazon .. mujhe freind ko gift dena tha birthday pe. Order kiya aur birthday pe packing k liye open kiya aaj to aysa tha product. Hum Amazon pe bharosa karte hain aur ayse agaya to hurt hota hai. Saler pe nahi amazon pe,Reviewed in India on 22 April 2022,Damaged product single side use,1,"https://m.media-amazon.com/images/I/61dJzykJArL.jpg
https://m.media-amazon.com/images/I/71G4VQYt6IL.jpg",0,Forest Green,Sense
R2MSF5M7XCYU25,Vijay Kelshikar,"Like: the battery lives too long (5 out of 5); bass, noise cancellation is value for money.Dislike:-the wire connecting from device to hear is on inside part, God knows how much durability would last-Voice control button is missing, this should be available on device.",Reviewed in India on 6 March 2022,"Few tweets required, but value for money",4,,0,Carbon Black,Flair
RV3IBFLR5UB7J,Amazon Customer,I was Super Excited for the Noise Flairs - NeckbandThough these are like one of those demanding Neckband in market & Amazon was offering me it at a low price.But All Hype & Excitement Shattered Quickly When I get different Item beneath the same roof.Waste of TIME & MONEY.,Reviewed in India on 21 September 2021,The Best Part,1,"https://m.media-amazon.com/images/I/81HQ6D2WaDL.jpg
https://m.media-amazon.com/images/I/91mrBgNCq-L.jpg",0,Carbon Black,Flair
RJ1E15DPRQFKA,Sainath,"Sound quality is very bad -- the lowest volume level is too loud -- earphones sound bad and hurt ear.Earbuds size is too big and are painful to use, after using it for sometime feel like throwing them away.The touch button is a gimmick. Sometimes, it works. Sometimes it doesn't.",Reviewed in India on 6 May 2022,Awful  !,1,,0,Carbon Black,Flair
RMOSII4TN6M05,Yash Lengure,The Noise fair are really good looking earphones. The stem design with coloured silicone  that match the colour of the earphone themselves looks great on your desk as well as in your ears. The earphone are also pretty comfortable when you wear them and can be easily worn for hours without any problems.,Reviewed in India on 11 March 2022,Excellent sound quality,4,https://m.media-amazon.com/images/I/71DynaxIEtL.jpg,0,Stone Blue,Flair
RL8D2BKM9OSOP,Panindra,"Sound quality is good.Worth project.Good battery life.Good material.2 cons:1. Noise cancellation is not much good.2. Once the dual pairing done, switching between the devices is not faster it taks around 2-3 seconds.",Reviewed in India on 10 August 2021,Very happy for the product,4,https://m.media-amazon.com/images/I/C1KONBKYCOS.jpg,0,Carbon Black,Flair
R1CWSC16L2FGA5,Pranjwal Srivastava,"Everything Is Great! Just one thing I would like mention is, there's no volume control option in the neckband. Overall it's a great product if guys can add the volume feature somehow it would be the best!",Reviewed in India on 1 April 2022,Really Great Product!,5,,0,Mist Grey,Flair
R1WVGHHF96KGFA,Falguni,"There is a connectivty issue, after pairing with tv you want to connect again then you have to pair it with tv again.",Reviewed in India on 5 January 2022,You have to pair everytime to connect with tv,3,,2,Jet Black,Sense
R241RMGZQQZPSP,Pradeep Daniel,"The product is good, the only thing is we are not used to such technology yet. So you might not like it initially.",Reviewed in India on 26 December 2021,Very good battery life,5,,0,Carbon Black,Flair
R3E0804PF1GF96,junaid t.,I had purchased this headphone due to brand name of Noise but I am highly disappointed. No noise cancellation & very low sound. Unable to hear. I don't recommend to anyone.,Reviewed in India on 15 April 2022,Very poor quality,1,,0,Forest Green,Flair
R2QYZ4S77OYNNR,विशाल साहू,"Ordered Carbon Black, but received Forest Green. Rviewing after a month. Product design and build quality is good. Sound quality is just awesome. Bass is good; neither low nor high. Battery performance is DOPE. Overall value for money product👍🏻",Reviewed in India on 4 March 2022,Great Product..,5,,0,Forest Green,Flair
R27DHKIDQ4VWJI,Devendra k.," Not functioning properly while switch on or s off ,it sounds quality is fine but it makes short circuit sounds while pay song, noise cancelling good and fine bass, I like its comfortable fitting in ear",Reviewed in India on 2 November 2021,Not functioning properly,3,,0,Carbon Black,Flair
R1IRA5SC68XW9A,Aditya Narkar,"I have purchased on March but from 05th may charging issue and button started, but from 07th May it completely stopped working. The main issue is you will not get option to lower or increase the volume..... but when I was using it sound quality was great and everything was great.",Reviewed in India on 8 May 2022,Sounds Good but ....,3,,0,Carbon Black,Flair
R3PYLI7CBKI460,Amazon Customer,"It's the best neckband as it has very easy functions...It has vibration, simple on off function and so flexible.Happy for this purchase... I have bought 4 of these for all four of us in the family.",Reviewed in India on 6 August 2021,Easy functions,5,,0,Carbon Black,Flair
R2X2ZP27K7DK8X,DILJEET SINGH,Very bad qualityIn the beginning sound was goodBut after 14 to 15 days sound quality so least that I am not able to hear sound despite of full volumeI want to suggest all the customer to not buy this product,Reviewed in India on 18 April 2022,Very poor quality,1,,0,Stone Blue,Flair
R1CL0J9PK82T1J,Anshu,The battery life and sound quality is awesome... I use it for work and able to use it for 2 days without charging... The only thing I felt the ear buds can be a bit softer as using for 10 hours straight sometimes it pains a little.. Apart from that great product...,Reviewed in India on 31 December 2021,Overall product is good,5,,0,Stone Blue,Flair
R3M2SXDPTTBO0V,Sambit Mohanty,This product is reviewed after 1 month of use.And believe me it has a nice sound quality and very long battery 🔋 and the best thing is its build quality.So i prefer every one to buy this product.,Reviewed in India on 24 February 2022,Value for money 🤑,5,,0,Forest Green,Flair
R1W8QJ93LQLAXS,Tushar Gautam,Noise cancellation is very Bad. Noise cancellation is not working. When we use in loudly area environmental noise clearly receive to Other person.  No Any noise cancellation facility in this Bluetooth,Reviewed in India on 20 February 2022,No Any noise cancellation facility in this Bluetooth,1,,1,Stone Blue,Flair
RZYONK10T88XK,the reader,"Using it for nearly a month. The quality is good, once got caught on rain while cycling was worried it will damage but nothing as such happened. Good value for money. Using with resmi note 9pro max",Reviewed in India on 27 April 2022,Value for money,5,https://m.media-amazon.com/images/I/61GHpxTUYqL.jpg,0,Jet Black,Sense
RCJ7ZOUF7IFAE,Anubhav ,#NAME?,Reviewed in India on 28 May 2022,"A nice neckband, no more no less..",4,,0,Forest Green,Flair
R1NYFEOSI5F8XF,Shraddha Naidu,"The colour isn't the one you expect from the images, it's like algae green,plus bass quality could have been better.",Reviewed in India on 1 June 2022,Could have been better,3,,0,Forest Green,Sense
RKTII77832BIC,Rounak Kumar,I like the product because of the smart switch and the battery which it offer in this price range.,Reviewed in India on 11 March 2022,The best Neckband Under 5000,5,,0,Forest Green,Flair
RLST41TKA7Z7W,Ishwar,Very Cheap Quality Material is used to make the product.Sound is GoodDon't buy,Reviewed in India on 30 October 2021,Cheap Quality product,2,,1,Jet Black,Sense
R3HCBTJTXMUZDZ,rahul sharma," that is received other colour of flair noise one was buds is not working please solution my problem , please replace or return case .",Reviewed in India on 8 May 2022,that is received but not running both ear buds that is damage please replace or refund the product,1,,1,Forest Green,Flair
R1WV4ID8VCO8SS,Kundan Kumar, I dislike this product because in one month bluetooth is not working and not charged.noise flair Bluetooth is very poor .don't any purchase any one this item.,Reviewed in India on 2 September 2021,Within one moth bluetooth is not charged n not worked.,1,"https://m.media-amazon.com/images/I/719ociqSdVL.jpg
https://m.media-amazon.com/images/I/81UPS1eWDTL.jpg
https://m.media-amazon.com/images/I/B1stBOYhmvS.jpg",1,Carbon Black,Flair
R2CK7626HZ0COW,Ravi Shukla,"Best in it's prise range. Good sound quality, and best battery. I am fully satisfied with this neck band.",Reviewed in India on 20 June 2021,Best in it's prise range,5,,2,Carbon Black,Flair
R1LIMYIQNE8OIW,harsh,"Touch response is not very good, environmental noise cancellation is not there i am using for regular calling, there is no such effective feature as claimed.",Reviewed in India on 9 December 2021,N,4,,0,Carbon Black,Flair
RQ6G2XLCDBGT5,Moulhitharan R,"It was working fine only after few week it's not working, audio is very low, I tried connecting with other device it's not working, audio not able to hear, kindly help me with this issue.",Reviewed in India on 11 November 2021,"Audio not able to hear, Not Working",1,https://m.media-amazon.com/images/I/81HoDgzgXAL.jpg,0,Carbon Black,Flair
R39FO4Z80CSKKB,avi biswas,Just received the product a day before and used it well the last day and suddenly today morning the device is not pairing anymore it has ample amount of charge . Then also I charged it for making sure that the charge is full but still it is not pairing. Very unsatisfied.,Reviewed in India on 1 May 2022,Unsatisfactory,1,,0,Stone Blue,Flair
R1CB85XY7RSJXW,Abhishek bhagat,"I really like this product like sound quality,touch sensor, noise cancellation everything is perfect...i think its an amazing product and the one who u going to buy this and i would like to suggest this product who are going to buy a new technology they should go for that...noise flair",Reviewed in India on 20 March 2022,Amazing product,5,,0,Forest Green,Flair
R2IZH56XPRI60D,Vimal Natarajan,I have been using the product for more than a week now...Poor sound quality as there is lag in hearing and does not connect immediately after touching.Ears do pain if plugged in for quite sometime.Not sure if I have taken the right decision of purchasing this product.,Reviewed in India on 9 December 2021,Not worth the money,2,,0,Mist Grey,Flair
R363ALEEA21I6,CHHANDADRI DAS,There is no option to increase or decrease sound.....call audio is very low. Bass quality is not upto the mark. It's not looks good when u wear because the neckband looks very odd. But battery quality is awsm....it's been three days I m using this by one charge only.,Reviewed in India on 21 July 2021,Nice.... Very helpful corporate people,4,,0,Forest Green,Flair
R2K57PVSJYFV3U,A.A.S.Ram Prasad,"I received this product on 7th April.  Its working good,  sound, clarity everything ok. But today 22nd April it suddenly stopped working. Not charging. Nothing. Its dead I think. Just 13days. The return policy closed in 7 days. Amazon and Noise has to answer for my lose",Reviewed in India on 22 April 2022,Dead in 13 days,1,,0,Stone Blue,Flair
R1PP68X0D2KKRV,Ashish Parcha,"Kharab hogya 3 mahine me hi, Meri galti sirf ye he k box fek diya, aur company begar box k Thik hi nahi karti, wahh kya policy he inki.",Reviewed in India on 29 October 2021,Kharab hogya kuch hi din main,1,,0,Carbon Black,Flair
R3PGOOIJSPE8AY,Chander Kumar,"Sound and bass quality is not upto the mark as it has only 10mm driver, built quality is also average and ear buds look cheap.The only thing which is good is battery, it last upto 4 days with 4-5 hours daily usage.Charging time is only 40 mins for 0 to 100%",Reviewed in India on 1 March 2022,"Sound quality is not good, only battery backup is considerable",3,,0,Jet Black,Sense
R2RWJ0KPX91DMB,Amazon Customer,"The product came in good condition, battery and sound quality is excellent.  Noise cancellation and bass quality is up to the mark. But it stopped working for me after about 5 months of use but thanks to Noise customer support. They have initiated a replacement product",Reviewed in India on 13 May 2022,Overall a good product,5,,0,Cobalt Blue,Sense
R3I3RXZJY589JH,Raghavender Goud,"I highly recommend you to buy this product without having any second thought, but if you're using continuously for more than 1 hour, there might be a chance to lightly hurt your ears, apart from this nothing, the build quality was superb, the experience with noise flair was awesome, and it's worth it! Lastly, the product was good👌👍",Reviewed in India on 5 August 2021,Good!,5,"https://m.media-amazon.com/images/I/B1ZJuIAUM6S.jpg
https://m.media-amazon.com/images/I/B1lsiOAfr7S.jpg",0,Carbon Black,Flair
R3K5B4FW9D5WJN,Abhay singh,ANC is not working atol not in recording and the calling experience is very bad . the person in call can listen to everything near you but can't listen to your voice. literally telling this is the worst product.  I have initiated my return. just reviewing so that people may know the biggest issue.,Reviewed in India on 7 January 2022,the most important thing to know is that the active noise cancellation is not atol working .,2,,0,Carbon Black,Flair
R1IMEDY1AAKF9S,Sankalpita Singh,Not very comfortable for using and listening for long hours. Otherwise great for the price.,Reviewed in India on 30 May 2022,Good for the price,3,,0,Forest Green,Sense
R1K0W18F1FTYB7,Decembar Behera,Kabhi kabhi noise problem raheta hai firbhi sahi hai,Reviewed in India on 30 June 2021,Bike मैं बैठकर बात करने  मे  सामनेवाले  को  कुछ आवाज सुनाई  नहीं  देता है  उसे हवा ही जाता है,4,,3,Stone Blue,Flair
RGSOH6G74IARB,Manoj Pawar,"Hi guys initially I have given a worst review on noise flair neckband because I got the falty product but I have returned this product to service center and now I got new and good product its working fine so I would recommend, you can buy this product because warranty service is very fast and easy.Thanks",Reviewed in India on 27 October 2021,Senser is not good have to given a key for reset the earphone,5,,0,Carbon Black,Flair
R90OJBJJS6PAH,Vinith kumar,Such a good product from noise.. really value for money...but one things is slightly disappointing for me..every time I connect with my mobile I have to adjust my call sound..,Reviewed in India on 24 March 2022,value for money..,4,,0,Carbon Black,Flair
R3DBVFT6HTLOUE,gummula sainath,I like this product comparison to other after 7 days..Sound and Boss GoodBuild Quality Not BadTher is no option to volume up and down....Touch  super=  It's Present Problem is connected to device and Disconnected immediately with in 5 secondsPlease give me reply what's the problem,Reviewed in India on 10 June 2021,Choose another one.. it's Good product 3 months pairing issue,4,https://m.media-amazon.com/images/I/C1Kp4hXJAhS.jpg,0,Forest Green,Flair
RBAIMN0QCCD2M,VINODKUMAR,"Good ear phone, Bluetooth connectivity excellent, but one touch is over sensitive, even if our shirt touches the one touch responds and battery backup is excellent,",Reviewed in India on 30 January 2022,"Good ear phone,",4,,0,Carbon Black,Flair
R2W3CGKWSW1CJ9,Vishal Barkade,This Bluetooth Neckband build quality is very good. but when we call someone that time it's not work very well.Noise cancellation is not sufficient & Touch control is not working better sometime. When we have to cut call then we have tap their 2 times but its not working.,Reviewed in India on 18 May 2022,Noise Bluetooth Neckband,4,https://m.media-amazon.com/images/I/61PkGmQtl1L.jpg,0,Carbon Black,Flair
R1GHS9P3NT9ND8,Deonarain d.,"Bass quality is very loud and unpleasant, after adjusting in mobile music player , it is almost un audible.Two days worked well after that the incoming call sounds can not listened",Reviewed in India on 2 August 2021,There is no volume button to increase or decrease volum,1,,0,Mist Grey,Flair
R39PPJL7KHW9S9,KINGS,Product is not as per described...Touch is not goodSound is tooo lowBattery is nicePower off n on system is awesomeBut not good to use... i think,Reviewed in India on 3 January 2022,Touch works often,1,,0,Carbon Black,Flair
RUX58HH8VHZ6N,Arun kumar,It's jot even been 8 months I bought his product and it's no longer working. Suddenly it stopped playing. Unhappy with such bad quality and service also when it's costed 2k this is not quality a customer would expect. Although I demand a replacement or get this issue resolved.,Reviewed in India on 19 May 2022,Nit working in 8months,1,"https://m.media-amazon.com/images/I/61qaBKLQ4gL.jpg
https://m.media-amazon.com/images/I/71KWPPgv67L.jpg",0,Carbon Black,Flair
R3B1279C1LX2JG,Rj yadav, डिजायन अच्छा है बैटरी भी अच्छी चलती हैंपावर on of सिस्टम वेस्ट हैमे तो सलाह दूगा कि ब्लुटूथ लो अगर तो noiceकम्पनी का ही ले,Reviewed in India on 5 February 2022,Nice looking,5,"https://m.media-amazon.com/images/I/41TntHoz7yL.jpg
https://m.media-amazon.com/images/I/811dMDJp3lL.jpg
https://m.media-amazon.com/images/I/81xjazKFPFL.jpg",1,Forest Green,Flair
R2YDDZ13TGC873,PRAFULL SHARMA,Very bad experience I hate noise.Do not buy noise products it will stopped working in a few months and if your warranty expires then you have to pay total product price as repairing charges. Warning don't buy noise products.,Reviewed in India on 16 March 2022,Warning Be Aware don't trust noise,1,,0,Stone Blue,Flair
RYHTAZDI7U395,Adnan,"Overall satisfied with the product. Decent bass, good call and build quality, light weight and fits good into ears. Value for money product.",Reviewed in India on 13 July 2021,Good bluetooth earphone in this price segment.,4,,0,Carbon Black,Flair
R1FXIKQVOYB724,GANESH PAL,बहुत ही बेकार प्रोडक्ट निकला फुल चार्ज करने के बाद भी सिर्फ 15 मिनट चल पाता है कृपया इस तरह के प्रोडक्ट ना भेजें अमेजॉन से इस तरह के प्रोडक्ट की अपेक्षा नहीं थी जिस तरह का प्रोडक्ट भेजा है काफी समय से मैं अमेजॉन का उपयोग कर रहा हूं कृपया इस तरह की गलतियों में सुधार करें ।,Reviewed in India on 14 February 2022,प्रोडक्टिविटी पर ध्यान दें,1,,0,Forest Green,Flair
R1K0POLNAM52QH,Vishal Sanwal,"Nice Product, Physical quality is good & light weighted. But there is some compromise in sound quality (Less Bass). Overall product is good in this price range.",Reviewed in India on 3 February 2022,Nice Product,4,,0,Jet Black,Sense
R3ZZYD9RDSAK,Shreyas,"The product was very good, there was no such problems that I faced while using it. But what I felt was that the noise cancellation could have been better and also the bass, these two must be taken into consideration as per my experience with the noise flair,Overall I mention it as a very good product !",Reviewed in India on 11 September 2021,Very good,5,,0,Mist Grey,Flair
R33BBJM5TLBQUB,michelle y.,Don't buy. It says cancel sound around. Not true. Just a gimic. Advertisement humic. Cheat people. Its worse than a normal 300rs headset.,Reviewed in India on 29 April 2022,Don't buy.  Its says cuts surrounm,1,,1,Carbon Black,Flair
RFV3L2G9WPJ1Z,Mungara.sudheer, Bike lo వెళ్లేప్పుడు call మాట్లాడటానికి మన Voice avatha vallaki సరిగా వినిపించడం లేదు నేను ఇంతక ముందు boat use చేశాను అవి అతే చాలా clarity గా వినిపిస్తున్నాయి ఇందులో 2 మైక్ అన్నారు అస్సలు use ledu vati Valla ఇందులో లోపం మాత్రం ఇదే మిగతా అంత బాగున్నాయి,Reviewed in India on 23 October 2021,అంత బాగున్నాయి కానీ bike లో వెల్లేపుడు ఫోన్ మాట్లాడటానికి మన voice అవతల వాళ్ళకి సరిగా అర్ధం,1,https://m.media-amazon.com/images/I/61J+M1YP4wL.jpg,0,Stone Blue,Flair
R108355W65EJLF,Navi,"Sound quality good,Noise cancellation great,Battery life great,Charge full within one hour,Touch sensor works very fine,Only demerit is that u can't control volume through touch sensor, others wise build quality very impressive.",Reviewed in India on 5 July 2021,Overall review,4,,0,Forest Green,Flair
RYGIXKEIU4OA6,Amitabh kumar,"Product look is premium and touch works perfectly. Sound quality is also good at this price range. Little bass can be improved. There is no volume control you will have to do it with your device. And one more thing, if you are using it while sleeping then accidental touch happens most of the time.",Reviewed in India on 23 July 2021,Nice neckband by Noise,3,,0,Forest Green,Flair
R1W1YO3114W278,Diwakar Vishwakarma,1. Awesome experience with the Noise band2. Battery can perform nearly 10-12 days as well as great sound quality.3. Easy to connect with fast pairing.4. Design & Visuall effect are attractive.5. Fully satisfied with the expected product.,Reviewed in India on 8 December 2021,Noise Flair Neckband Excellent Performance,5,,0,Stone Blue,Flair
R1O4CWISZOOGPO,ankit bharti,Works well most of times but sometimes neck band shows connected to device and still not able to hear anything which still remains same for few minutes even you try to detach & attach or even disconnect & connect or turn device Bluetooth on & off.It’s painful.,Reviewed in India on 2 March 2022,Bluetooth connectivity is weak,3,,0,Stone Blue,Flair
R3LHL7FB4DDSCG,Harsh,I am using this product from last few days.. And it is very good in this price range. It has best bass effect and battery list is also great. Only volumn control feature is missing which other Bluetooth handsets were giving. I hope this will also be added in next models,Reviewed in India on 15 December 2021,Best product in this price range,5,https://m.media-amazon.com/images/I/5147KP7xBPL.jpg,0,Carbon Black,Flair
R2RCRALEHSEAC1,Himanshu,"Everything seems to be good in this except calling audio. And also if you compare this with its competitors like realme, mi and boat it always in the lowest of them. So better to switch for other company product.",Reviewed in India on 9 March 2022,700 m milta h to le lo usase jada m ni,3,,0,Jet Black,Sense
