Text,Title,Rating
"I loved the product in every term design, built, quality, sound, battery.I personally suggest to go with this with thinking another 💫Only one thing disappointed me theri packaging because when the product was launched at that time also i bought this one for me at that time tha packaging was look like very expensive and premium..But this time i got very cheap and local type of packaging..",Superb Product in good range💯,5
"Mic problem and Bluetooth connectivity is worst, total waste of money, I ordered this product and foud this problem and replaced this second received product had same issue. This is total waste of money.",Having mic and Bluetooth connectivity problem in this product,1
 Satisfied with this Noise Flair Neckband Quality.missing to Volume buttons.After 1 Month ReviewIt's music volume goes very down automatically.need reset it again and again.Don't go for it.,Satisfied Product,5
I like the quality of noise brand and battery pickup of this noise flair neckband. When selection of Bluetooth headphones everyone think for the battery pickup and this noise flair neckband has the good battery pickup. It is the best travelling partner and provide the noise cancellation on calls. Overall the noise brand is best choice in this range.,Maximum comfort and minimum hassle with Noise Bluetooth earphones.,4
"after searching a lot item in this category, my search ended at this.... soft, light & stylish on your neck... crystle clear & comfortable for your ear... no heavy irritating bass like boat or other does.... the best thing is it takes hardly 15 minutes to get fully charged n lasts for whole day in continuous playing❤️❤️",value for money,5
"Please don't buy if you are willing to wear it while working out or running, it's touch control is worst and gets paused even after getting touched with any part of the cloth. Sound quality is great, battery life superb but the TOUCH CONTROL IS THE BIGGEST PROBLEM THAT IT MAKES ME REGRET MY PURCHASE NOW.",THE TOUCH CONTROL IS A BIG PROBLEM RATHER THAN BEING THE FEATURE.,2
" Good for calling and Work from Home structure. Long Battery life is very crucial and device stay connected without any issues. Music is all okay. Not too much noisy, bass could have been much better. Overall Good performance.",Good Battery Life for Work for Home call,4
"Sound quality is good, by increasing high volume also, we can hear clear pitch of song. Bass quality is great for this price range. Noise cancellation also good. Overall the product of noise flair is great. I'm writing this review after 2.5 months of usage. Still now working great. No issues.",Very good product from noise,5
After buying within a month the sound quality droped  down i chose this product thinking that it was affordable over my favourite brand JBL but wt the end i chose JBL over this cuse this is simple waste of money i am not sure on the other products of NOISE but this product i unstatifactory so my opnion is to go with a diffrent brand on the same kind of product,Nosie and unstatifactory,2
"It's a great value for Money produc with excellent battery life (never gone down below 70% in 2 days of casual use) I am satisfied with performance, The overall volume is not that loud but clear and acceptable. The only problem I am having is that the mic could have been improved i have my friends complying that they can't hear me.Hope it helps",Value for Money!,4
Good but no volume control  on the device .The touching control  are not user friendly.Could not use on Amazon's firestick  to watch movies,Good but no volume control,4
It was good product but there are some corns there.It's sounds is too loude on volume level 10% I feel it's on 50% or 60%.And another issue is with dual paring it not work properly while using windows and android at a time. There is voice breaking too much.,Good product but the dual paring feature is not so good.,3
This my first review regarding this product.  I'm more than happy and satisfied after buying this product. Till now this earphones works as described. My detail review will be updated here after 1 month using it... .,AWESOME PRODUCT IN THIS PRICE RANGE.,5
"Good battery, can go up to several days without a charge. Multi device connectivity helps to shift between devices without any manual task. Great Bluetooth earphones. Bit pricey its worth every penny.",Good battery life and easy connectivity,5
"Long time battery - 5,Magnetic on off control - 5,Call vibration - 5,Touch control - 5,Sound quality - 5,Bass quality - 5,Build quality - 5,Out of 5 . ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐Thanx, Noise Flair, you are awakeing for us.",Ultimate Bluetooth Neckband🎧🥰,5
"Sound quality is good, but product to be update. Touch will response for all touch (like skin, cloth). So that it will operate to automatically (automatic opens Music, Google assistant). Try to give finger sensor or finger lock. Over all product is good.",Product to be update,3
"I will not suggest this product to anyone. Poor quality, not received charging cable and extra ear buds. Both side ear phones are sometime working and sometime not. Waste product. Nobody able to hear your voice on other side when you are using this product. I had trust too much on Noise. I will not buy any product from NOISE thereafter.","Waste of money, Don't trust.",1
"I am writting this review after using for a month, it is definitely worth buying this noise flair bluetooth, sound quality is good, connectivity is quick, bluetooth range is also good, recommendable to buy, go for it guys 👍",Worth Buying,5
It's the best in the 1500 rupees range.The sound quality is very good same as good as 3000 rupees sony wi-xb400(my previous one). Battery life is 2days continuous and connection time between this headphone and mobile is awesome. I have never seen this much connection speed before. The only drawback for me is the touch because I accidentally touch it lots of time but it works beautifully,Best 1500 rupees range headphone,4
बैटरी बैकअप लगभग 20 से 25 घंटे है रवड क्वालिटी अच्छी है साउंड क्वालिटी बहुत ही गंदी है ₹50 जितनी ईयर फोन की होती है टच बटन प्रॉपर काम करता है नॉइस कैंसिलेशन ना के बराबर हैं प्लास्टिक पार्ट्स बैटरी अधिक होने की वजह से लंबा है जो गले में अनकंफरटेबल महसूस कर रहा था इसके बजाय रियल मी के ब्लूटूथ हेडफोन काफी अच्छे हैं,साउंड क्वालिटी बहुत गंदी है,2
My headset is less than 1 year old now there is a rattling sound from one side while playing. Now the touch controll not responding. Worst headset ever purchased. Never go for noise at this price. Sound is ok but quality of product is bad. Please don't start innovative idea like touch control if not able to work fine atleast for one year.,"Worst purchase. Touch control stop working, rattling noise from one side of headset",1
"Earphones are great, sound signature is good I loved it. It's feature loaded and battery life is the plus and way better than realme and oneplus neckbands... , overall happy with the purchase",Best buy till date...,5
"Product sound and bass quality is very good, ver comfortable to use, easily connected, however noise cancellation not so much clear as background noise comes, still voice is clear..",Good value earphones,4
I like the battery backup and the decent sound quality. It gives real good sound even at 50-60 percentage of sound capacity. The battery backup is awesome! Fast charging is life saver. Keep it up good work!,Battery backup and sound quality,5
"Feels heavy on the neck.Bass is ok, but highs and lows are not up to the acceptable range.Band is not so flexible.","The sound is not good,",3
Why I not recommended only because noise cancellation is not there. Background noise clearly hear while talking.. If it's not there please don't mention it's as it features. Only because the noise cancellation feature I bought and it's quite disappointed.,Not recommended,3
Sound quality is too poor... No beats n bass at all... That touch sensor is worst.. it works with touching its own wire & other skin & even some cloth..it works on any touch (not only finger).. Vibration is irritating...Fits good but whats the use of it when sound quality is dead.,Sound quality is poor,2
"Liked the colour which was the main reason to buy it. Also the performance, connectivity and battery life Is also great which I was missing in earlier products from other brands.",More than Good at this price point and looks are also good.,5
"Did not get any good quality neckband bluetooth earphoneThat single star which is looking for creativity neckbands look and its colour wich I liked😅😅😅😅 , this ₹1699/-’s neckband earphones  sound quality, noise cancellation or bass quality did not deserve it's price 🙏🏻☹️☹️ just feeling as I  have been cheated😲😲😢😢😢😢😢",waste of money,1
"Sound and design is very good. But while coming to touch, it is not working properly in all locations. It works good in indoors. But stops workings when using outdoors/ direct sunlight.",Average build quality,3
" This attached video is of same product which my friend purchased from Amazon. Look at the packaging & same product I purchased from Amazon and jst look at (picture) packaging of my purchased item, very cheap.Secondly, there is an issue in battery performance. Some time it shows 91% & jst after few seconds it shows 88%.",Original? or Copy?,5
Headset design to be improved. Uncomfortable while wearing for long timeVoice clarity during calls for other end person is okLatency in touch. Basic level,Value for money which has features like magnetic off/ vibration.,4
"Noise cancellation is not good enough, it'll cancel my voice and enhance the surrounding sounds during a call. And the touch button is not good a neckband which is always in contact wid body.",Noise cancellation and touch button is not good enough,1
"Noise Flair: after using this I am really caught on it's performance.Awesome sound, Look is great, smooth.There is little bit tough in using, when I am sleeping the touch get used. And there is no volume button.All over 4 Star.Now depend on how it will work according product get older.","4 🌟 Really satisfied, Highly recommended",4
Noise cancellation is not happening while driving or ceiling fan is running. Thus this headset can be used for song listening or attend calls with AC running,Noise cancellation is not happening. It’s hard to listen from the other end while speaking,3
"The magnetic part is not effective. Every time we try to connect, its disconnecting automatically & there by if we are not nearby, we miss most of the calls as we don't get the sound.  The earphones get disconnected from the magnetic.  Also find it very difficult to adjust the volumes.  If i have an option can i return the same.",Noise collar bluetooth is not a good option.,2
"Product quality is ok not high , bass n treble is also good in this budget price point overall you can't expect too much but satisfied. If you want to buy and your budget is around 1k then you can consider it.",Good product in budget,4
"The neckband is just as great as advertised, it has good noise cancelling, the sound quality is top notch and it charges just as fast as advertised, this is probably the best that can bought in its price range, there is one issue that it's speaker can get so loud that you can clearly hear whats playing, everything else though is Great.",Probably the best I've bought.,5
Touch sensitivity is too poor while disconnecting and Answering Calls. Sound Quality is Just OK. The only best feature of this is Battery Backup. I bought Realme Buds Wireless Neo2 for my brother on same day and it works way better than Noise. Highly disappointed and I'll never turnaround to Noise again,Touch is not working when answering and disconnecting Calls. Noise Cancelation is good on driving,2
"Go for the purchase blindly. Been 1 month since I've been using it and it's exactly how they've described it above. So smooth for calling, no lags, no battery issues. Infact it's the best and the most recommended one. Yes, bigger brands might be tempting but this is a GREAT BUY",BEST PRODUCT IN THIS RANGE,5
 The product received back is good as of now not facing any issues with sound n bass but habe 1 complaint I had given back my warranty card n ear buds along with the box which is not returned back . I have not liked this I would have received the product as i have them.,As of now I am not facing any issue.,5
"Don't buy noise products, quality for noise products is too dump and service is ridiculous. Touch button is not working good. Sometimes 1 side sound disappears. sound quality is not good even don't have base. If you are planning to buy this product I suggest please don't buy. Go through other brand",Totally dump product.,1
The battery life is awesomeBut the noise cancellation is not upto the markOverall good product,Battery life is awesome,5
"The product is very good in each term. Well specifically I like sound quality & battery life. New touch feature introduce here which working properly. Even while calling I didn't face any issue. I also like the idea of having no button for volume, it makes product unique then the others.In addition it gives 1 year warranty.",It's worth to buy...,5
No need to look for any other neckband. This is by far the best u can get at such a competitive price.Sound quality superb.Perfect bass.Clear and concise voice calls.Noise cancellation perfect.Go for it without any doubts.Thank you noise.,This is by far the best u can get at such a competitive price.,5
"Bass quality is good, connectivity is also good, battery backup OK, but when it comes to noise Cancellation it's not that much worth to use, especially when u r riding a Bike.",As mentioned Noice Cancellation is not well,3
"In 3 months time itself, it is changing the songs on itself. Even if I lower or increase the volume, the songs change..no idea how to reach the customer support",In just 3 months it started acting up. I did not expect this from such a product. Disappointed!,4
Sound quality : 4/5Noise cancellation: 0.1/5Bass quality: 4/5After  9 months reviewBattery life (4.9/5) (3days continuous use still have 20%)Noise cancellation (1/5) ( surrounded sound can be heard than our voice on call)Clarity (4/5) ( (NO PROBLEM TILL NOW),Good but no noise cancellation,4
"All are good. Sound, bass, charging, comfortable all good.But the worst thing in this product  is the touch control. Every time when on bed or tuning arround, accidentally the touch enabled portion is touching our body and then distracting the media what we were played. 🤦🏾‍♂️only that is the issue",All good. Worst thing is touch controll,4
Don't buy noise products. Apply warranty of damage product takes more the one month ... Buy boat product.. they will send us the new item very faster.,Don't buy noise products. Buy boat service is very poor for noise,1
 Hi guys... And Amazon .. mujhe freind ko gift dena tha birthday pe. Order kiya aur birthday pe packing k liye open kiya aaj to aysa tha product. Hum Amazon pe bharosa karte hain aur ayse agaya to hurt hota hai. Saler pe nahi amazon pe,Damaged product single side use,1
"Like: the battery lives too long (5 out of 5); bass, noise cancellation is value for money.Dislike:-the wire connecting from device to hear is on inside part, God knows how much durability would last-Voice control button is missing, this should be available on device.","Few tweets required, but value for money",4
I was Super Excited for the Noise Flairs - NeckbandThough these are like one of those demanding Neckband in market & Amazon was offering me it at a low price.But All Hype & Excitement Shattered Quickly When I get different Item beneath the same roof.Waste of TIME & MONEY.,The Best Part,1
"Sound quality is very bad -- the lowest volume level is too loud -- earphones sound bad and hurt ear.Earbuds size is too big and are painful to use, after using it for sometime feel like throwing them away.The touch button is a gimmick. Sometimes, it works. Sometimes it doesn't.",Awful  !,1
The Noise fair are really good looking earphones. The stem design with coloured silicone  that match the colour of the earphone themselves looks great on your desk as well as in your ears. The earphone are also pretty comfortable when you wear them and can be easily worn for hours without any problems.,Excellent sound quality,4
"Sound quality is good.Worth project.Good battery life.Good material.2 cons:1. Noise cancellation is not much good.2. Once the dual pairing done, switching between the devices is not faster it taks around 2-3 seconds.",Very happy for the product,4
"Everything Is Great! Just one thing I would like mention is, there's no volume control option in the neckband. Overall it's a great product if guys can add the volume feature somehow it would be the best!",Really Great Product!,5
"There is a connectivty issue, after pairing with tv you want to connect again then you have to pair it with tv again.",You have to pair everytime to connect with tv,3
"The product is good, the only thing is we are not used to such technology yet. So you might not like it initially.",Very good battery life,5
I had purchased this headphone due to brand name of Noise but I am highly disappointed. No noise cancellation & very low sound. Unable to hear. I don't recommend to anyone.,Very poor quality,1
"Ordered Carbon Black, but received Forest Green. Rviewing after a month. Product design and build quality is good. Sound quality is just awesome. Bass is good; neither low nor high. Battery performance is DOPE. Overall value for money product👍🏻",Great Product..,5
" Not functioning properly while switch on or s off ,it sounds quality is fine but it makes short circuit sounds while pay song, noise cancelling good and fine bass, I like its comfortable fitting in ear",Not functioning properly,3
"I have purchased on March but from 05th may charging issue and button started, but from 07th May it completely stopped working. The main issue is you will not get option to lower or increase the volume..... but when I was using it sound quality was great and everything was great.",Sounds Good but ....,3
"It's the best neckband as it has very easy functions...It has vibration, simple on off function and so flexible.Happy for this purchase... I have bought 4 of these for all four of us in the family.",Easy functions,5
Very bad qualityIn the beginning sound was goodBut after 14 to 15 days sound quality so least that I am not able to hear sound despite of full volumeI want to suggest all the customer to not buy this product,Very poor quality,1
The battery life and sound quality is awesome... I use it for work and able to use it for 2 days without charging... The only thing I felt the ear buds can be a bit softer as using for 10 hours straight sometimes it pains a little.. Apart from that great product...,Overall product is good,5
This product is reviewed after 1 month of use.And believe me it has a nice sound quality and very long battery 🔋 and the best thing is its build quality.So i prefer every one to buy this product.,Value for money 🤑,5
Noise cancellation is very Bad. Noise cancellation is not working. When we use in loudly area environmental noise clearly receive to Other person.  No Any noise cancellation facility in this Bluetooth,No Any noise cancellation facility in this Bluetooth,1
"Using it for nearly a month. The quality is good, once got caught on rain while cycling was worried it will damage but nothing as such happened. Good value for money. Using with resmi note 9pro max",Value for money,5
#NAME?,"A nice neckband, no more no less..",4
"The colour isn't the one you expect from the images, it's like algae green,plus bass quality could have been better.",Could have been better,3
I like the product because of the smart switch and the battery which it offer in this price range.,The best Neckband Under 5000,5
Very Cheap Quality Material is used to make the product.Sound is GoodDon't buy,Cheap Quality product,2
" that is received other colour of flair noise one was buds is not working please solution my problem , please replace or return case .",that is received but not running both ear buds that is damage please replace or refund the product,1
 I dislike this product because in one month bluetooth is not working and not charged.noise flair Bluetooth is very poor .don't any purchase any one this item.,Within one moth bluetooth is not charged n not worked.,1
"Best in it's prise range. Good sound quality, and best battery. I am fully satisfied with this neck band.",Best in it's prise range,5
"Touch response is not very good, environmental noise cancellation is not there i am using for regular calling, there is no such effective feature as claimed.",N,4
"It was working fine only after few week it's not working, audio is very low, I tried connecting with other device it's not working, audio not able to hear, kindly help me with this issue.","Audio not able to hear, Not Working",1
Just received the product a day before and used it well the last day and suddenly today morning the device is not pairing anymore it has ample amount of charge . Then also I charged it for making sure that the charge is full but still it is not pairing. Very unsatisfied.,Unsatisfactory,1
"I really like this product like sound quality,touch sensor, noise cancellation everything is perfect...i think its an amazing product and the one who u going to buy this and i would like to suggest this product who are going to buy a new technology they should go for that...noise flair",Amazing product,5
I have been using the product for more than a week now...Poor sound quality as there is lag in hearing and does not connect immediately after touching.Ears do pain if plugged in for quite sometime.Not sure if I have taken the right decision of purchasing this product.,Not worth the money,2
There is no option to increase or decrease sound.....call audio is very low. Bass quality is not upto the mark. It's not looks good when u wear because the neckband looks very odd. But battery quality is awsm....it's been three days I m using this by one charge only.,Nice.... Very helpful corporate people,4
"I received this product on 7th April.  Its working good,  sound, clarity everything ok. But today 22nd April it suddenly stopped working. Not charging. Nothing. Its dead I think. Just 13days. The return policy closed in 7 days. Amazon and Noise has to answer for my lose",Dead in 13 days,1
"Kharab hogya 3 mahine me hi, Meri galti sirf ye he k box fek diya, aur company begar box k Thik hi nahi karti, wahh kya policy he inki.",Kharab hogya kuch hi din main,1
"Sound and bass quality is not upto the mark as it has only 10mm driver, built quality is also average and ear buds look cheap.The only thing which is good is battery, it last upto 4 days with 4-5 hours daily usage.Charging time is only 40 mins for 0 to 100%","Sound quality is not good, only battery backup is considerable",3
"The product came in good condition, battery and sound quality is excellent.  Noise cancellation and bass quality is up to the mark. But it stopped working for me after about 5 months of use but thanks to Noise customer support. They have initiated a replacement product",Overall a good product,5
"I highly recommend you to buy this product without having any second thought, but if you're using continuously for more than 1 hour, there might be a chance to lightly hurt your ears, apart from this nothing, the build quality was superb, the experience with noise flair was awesome, and it's worth it! Lastly, the product was good👌👍",Good!,5
ANC is not working atol not in recording and the calling experience is very bad . the person in call can listen to everything near you but can't listen to your voice. literally telling this is the worst product.  I have initiated my return. just reviewing so that people may know the biggest issue.,the most important thing to know is that the active noise cancellation is not atol working .,2
Not very comfortable for using and listening for long hours. Otherwise great for the price.,Good for the price,3
Kabhi kabhi noise problem raheta hai firbhi sahi hai,Bike मैं बैठकर बात करने  मे  सामनेवाले  को  कुछ आवाज सुनाई  नहीं  देता है  उसे हवा ही जाता है,4
"Hi guys initially I have given a worst review on noise flair neckband because I got the falty product but I have returned this product to service center and now I got new and good product its working fine so I would recommend, you can buy this product because warranty service is very fast and easy.Thanks",Senser is not good have to given a key for reset the earphone,5
Such a good product from noise.. really value for money...but one things is slightly disappointing for me..every time I connect with my mobile I have to adjust my call sound..,value for money..,4
I like this product comparison to other after 7 days..Sound and Boss GoodBuild Quality Not BadTher is no option to volume up and down....Touch  super=  It's Present Problem is connected to device and Disconnected immediately with in 5 secondsPlease give me reply what's the problem,Choose another one.. it's Good product 3 months pairing issue,4
"Good ear phone, Bluetooth connectivity excellent, but one touch is over sensitive, even if our shirt touches the one touch responds and battery backup is excellent,","Good ear phone,",4
This Bluetooth Neckband build quality is very good. but when we call someone that time it's not work very well.Noise cancellation is not sufficient & Touch control is not working better sometime. When we have to cut call then we have tap their 2 times but its not working.,Noise Bluetooth Neckband,4
"Bass quality is very loud and unpleasant, after adjusting in mobile music player , it is almost un audible.Two days worked well after that the incoming call sounds can not listened",There is no volume button to increase or decrease volum,1
Product is not as per described...Touch is not goodSound is tooo lowBattery is nicePower off n on system is awesomeBut not good to use... i think,Touch works often,1
It's jot even been 8 months I bought his product and it's no longer working. Suddenly it stopped playing. Unhappy with such bad quality and service also when it's costed 2k this is not quality a customer would expect. Although I demand a replacement or get this issue resolved.,Nit working in 8months,1
 डिजायन अच्छा है बैटरी भी अच्छी चलती हैंपावर on of सिस्टम वेस्ट हैमे तो सलाह दूगा कि ब्लुटूथ लो अगर तो noiceकम्पनी का ही ले,Nice looking,5
Very bad experience I hate noise.Do not buy noise products it will stopped working in a few months and if your warranty expires then you have to pay total product price as repairing charges. Warning don't buy noise products.,Warning Be Aware don't trust noise,1
"Overall satisfied with the product. Decent bass, good call and build quality, light weight and fits good into ears. Value for money product.",Good bluetooth earphone in this price segment.,4
बहुत ही बेकार प्रोडक्ट निकला फुल चार्ज करने के बाद भी सिर्फ 15 मिनट चल पाता है कृपया इस तरह के प्रोडक्ट ना भेजें अमेजॉन से इस तरह के प्रोडक्ट की अपेक्षा नहीं थी जिस तरह का प्रोडक्ट भेजा है काफी समय से मैं अमेजॉन का उपयोग कर रहा हूं कृपया इस तरह की गलतियों में सुधार करें ।,प्रोडक्टिविटी पर ध्यान दें,1
"Nice Product, Physical quality is good & light weighted. But there is some compromise in sound quality (Less Bass). Overall product is good in this price range.",Nice Product,4
"The product was very good, there was no such problems that I faced while using it. But what I felt was that the noise cancellation could have been better and also the bass, these two must be taken into consideration as per my experience with the noise flair,Overall I mention it as a very good product !",Very good,5
Don't buy. It says cancel sound around. Not true. Just a gimic. Advertisement humic. Cheat people. Its worse than a normal 300rs headset.,Don't buy.  Its says cuts surrounm,1
 Bike lo వెళ్లేప్పుడు call మాట్లాడటానికి మన Voice avatha vallaki సరిగా వినిపించడం లేదు నేను ఇంతక ముందు boat use చేశాను అవి అతే చాలా clarity గా వినిపిస్తున్నాయి ఇందులో 2 మైక్ అన్నారు అస్సలు use ledu vati Valla ఇందులో లోపం మాత్రం ఇదే మిగతా అంత బాగున్నాయి,అంత బాగున్నాయి కానీ bike లో వెల్లేపుడు ఫోన్ మాట్లాడటానికి మన voice అవతల వాళ్ళకి సరిగా అర్ధం,1
"Sound quality good,Noise cancellation great,Battery life great,Charge full within one hour,Touch sensor works very fine,Only demerit is that u can't control volume through touch sensor, others wise build quality very impressive.",Overall review,4
"Product look is premium and touch works perfectly. Sound quality is also good at this price range. Little bass can be improved. There is no volume control you will have to do it with your device. And one more thing, if you are using it while sleeping then accidental touch happens most of the time.",Nice neckband by Noise,3
1. Awesome experience with the Noise band2. Battery can perform nearly 10-12 days as well as great sound quality.3. Easy to connect with fast pairing.4. Design & Visuall effect are attractive.5. Fully satisfied with the expected product.,Noise Flair Neckband Excellent Performance,5
Works well most of times but sometimes neck band shows connected to device and still not able to hear anything which still remains same for few minutes even you try to detach & attach or even disconnect & connect or turn device Bluetooth on & off.It’s painful.,Bluetooth connectivity is weak,3
I am using this product from last few days.. And it is very good in this price range. It has best bass effect and battery list is also great. Only volumn control feature is missing which other Bluetooth handsets were giving. I hope this will also be added in next models,Best product in this price range,5
"Everything seems to be good in this except calling audio. And also if you compare this with its competitors like realme, mi and boat it always in the lowest of them. So better to switch for other company product.",700 m milta h to le lo usase jada m ni,3
Very poor quality of sound. Noise cancellation not worked. Bass quality poor. Think once before selecting. Touch pad not working properly.,Once think before selecting. Very poor quality of product,1
After 4th day I giving a two star because it's voice quality is not good. It's colour good but not perfect.,Not a good,2
"After 6 or 7 days it starts creating problem when I used to listen audio songs and vedio songs the sound became too low even I can't get it what is playing , this is a internal manufacturing mistake I request the Gonoise.in to fix this problem as soon as possible .",Good but manufacturing default,1
"Superb noise cancellation amazing bass quality, smooth touch control for calls with vibration...  there is no headache ,just cool relaxing with more hours nd hours ..its like home theatre... Please purchase this one .. u are definitely satisfied with this one....","Please purchase this one.. its very amazing sound,,,so  soft baselikehomethetre",5
Go for it man,One side stopped working,2
"This is an amazing product, been using it for more than 45 days and it's been not a day without it. Good and clear soun. Works perfectly for sports as well as work and not a bad experience on neck also as it's rubber and not plastic.",Amazing product,5
Have bought this couple of month before.  Product getting discharge in 10 mnts after getting 100% charge.volume getting loud and down automatically.,Worst product I have ever got,1
"Earphones are nice, battery life is awesome, but the setback for this is the touch sensor. Accidentally it gets touched when the neck moves. Mic placement and quality seems to be poor.Touch sensor is good but should not be used in the neckband.","Dont buy, instead go for some other brand.",2
"It's a really good earphone (on paper).2 stars for making it feature loaded.1. Dual pairing (this is better than quickswitch, as you stay connected to 2 devices at the same time)2. Great battery life3. Touch controls (first in this range)4. Incoming call vibration",i do suggest everyone to go with this with thinking another 💫,4
"Initially, the sound was good but after 2 days of using, the sound was reduced and unable to increase the volume of neckband because of no button. Kindly help me to solve the issue..Guys who interested in more sound and effect.please dont buy this.",Volume control Problem,1
"Sound quality -Good & comfortableBuilt quality - very goodCharging & battery - ExcellentFeatures - environment niose cancelation, Dual mic., magnatic control, smart touch neckband, call vibration, sweat proof & water proof, all features are very useful",Noise,3
A decent product which satisfies all the basic need for a person who is always on call. Good voice clarity and vibration alerts with dual pairing are few wonderful features.,Superb Product. Value for Money under 2k,5
"Brought this Bluetooth device a week ago, Sound quality is pretty good, it'll loose crispiness in audio in higher volumes,Bass aren't that great & they claim it has ENC ñ I personally tested it and there is Absolutely no ENC on this neckband,its a False claim","A pretty good neckband,It would've been even better",3
Stopped working with in 10 days. Now my return period is over. Very bad experience with Noise. I will never buy this company products.,Stopped working with in 10 days.,1
Purchase 16july 2021In this range worst product ...use 1hr continue automatically disconnect and connect again &again...after 10-15 day ek hi head ph mai aavaj aane lge giBattery achi haiVibration feature acha haiOverall iss product ki jagh one plus or boat better hai...,No value for money,2
"Battery life is good but sound quaLity is not very good. While connecting bluetooth in-between a call,one is not able to hear voice of opposite side.that is a major problem.overall good product. U must work on bluetooth connectivity issue and sound quality.",Average sound quality Good battery life.,4
"Voice clearity is not  good if compare with boat, Volume is less , also not fit in ear property","Volume is less, Voice not clear, not fit in ear properly",2
"Very poor sound quality, no bass, no noise cancellation. battery is good. high price for this product.",not worth buying,1
"Great dual pairing, good battery, auto connect, light weight, superb range and awesom fit in ear, overall a true wireless and enables mobility while you are at working in office or from home.","Dual pairing, good battery, auto connect, light weight, superb range, awesom fit in ear.",5
Very nice product.. Absolutely very noisy..!! Quality is awesome... Thanks to Noise.,Noise is very very noisy... Superb quality of sound.. Liked it..,4
"Please do not buy this product , very bad quality , charging issue discharged battery in very few time , not connecting bluetooth at a single time several times I have to try to connect. I am not satisfied with this product. Worst neckband I have used.",Very worst,1
"Sound quality is very poor, within a couple of months the right side speaker stopped working.Is there an option to return or replace?",Not working,1
"Date - 13/Dec/ 2021After 1 month , it's to good But it's not scratch proof ,  please use carefully ☺️ Bass - goodSound quality - goodmagnetic Power on/of - goodBettery life - osm / too goodvibration future is really good future","After 1 month , it's to good But it's not scratch proof ,  please use carefully ☺️",5
Ek month bhi nhi chla sound quality bahut kharab hai bass zero ab ye haal hai isme music ka sound ana bnd ho gya sirf call pr baat hoti bahut kam awaaj mein customer service ka koi pta nhiBhai logo apse request hai nosie ka koi product mt lena,Very Bad product,1
"Likes.. Battery backup, built quality, call qualityDislike.. Touch sensor, ear comfort mess, sound quality","Main feature Touch sensor not up to mark, ear hook should be on the ear",3
"Really good and attractive product, just i love it, but bad thing is magnetic buds colour is going down or color sheding. And sounds and bass also well, battery backup well, one moro things is disgin very good, overall rating scale is 4.0 simply rock",Such a new generation product,4
"Heavy woght, quality of ear buds rubber not good like oppo enco, avg base and nc, after one month of usage touch pannel not function, customer support pathetic their are no option u can find for any technical support, web site not allowed to register ur device for warranty registered","Bad product, dont buy",3
Product stopped working in just 4-5 uses ... it vibrated for almost half hour & then discharged ... It's not charging now ...,Stopped working in just 4 times use,1
"Sounds like a perfect deal. Very good audio quality, good bass and the 30 hr backup is working good. Only downside i see no option to control volume which feels a bit odd and it failed to do the noise cancellation.Overall a nice product.",Overall a good neckband at this price.,4
Not working no response from noise just asking to send details then sending msg product not machine cheating the customer,Worst responce,1
You should reform its dual connectivity services sometimes laptop doesn't detect this earbud and i should disconnect it when i want to listen another device audio .This problem i am facing because of its dual connection.,Dual connectivity problem,3
Its a good product and i m using it since 2 months .Sound quality is good and decent.one draw back is that it is making some smallNoise in some of the videos and audios.,Good mam,4
Please don’t waste money on this product it’s not worth speeding money .Cons:Takes time to get connected via BluetoothProduct is not long lasting at all. It didn’t lasted even20days .,Pathetic product,1
Sound quality is good...Product is awesome as described and the quality too. Worth the price and charging back up is good.Thank you .....I like this products very much very much and also the noise is also good i like it very much.......,Nice product,5
The product is genuinely user friendly. The neck support is flexible and it has one touch control that makes it easier to configure the product. Only issue is you can't increase or decrease the volume. If this feature is added then the product would become more user friendly.,Overall a good product,5
Sound quality best battery best flexibleI was use Samsung level but within 2-3 moth break earphoneBut noise is the best earphone from 2018 to till now I used 12 earphone samsung md mivi boat butNow using noise this the bestRecommended,Battery 35 hour backup really,5
Totally the product not good for voice call and very bad experience. Amazon delivering poor quality products. Please verify once before buy the product.,Poor voice call quality,2
I want to tell that this neckband is awesome. Its value for money and after I buy it I have not given a single charge but if noise give noise noise cancellation with thise neckband this will be very nice anyways this neckband is value for money,Value for money neckband,5
"I liked the sound quality and also the touch features involved in this, and mainly the built quality that the materials is hard and strong. And also the buds sit perfect to my ears so comfortably.And the thing I didn't liked about this product is there is no volume control involved",Amazing neckband by noise with best quality,5
I'm writing it after using 6 month . It is a very good product battery backup is good around 30 hrs noise cancellation is also good . But in the beginning the touchpad create some peoblem it touched during call and watching movies so it take times to habitual.,Its a nice product u can buy it blindly.,5
it's better to buy other brands and sound quality is not better. it's better to buy KDM or locally purchase,not worth to buy,1
"Really Great product with awsome build quality. Sound quality is amazing. You can hear every bits. Battery life is not promising but it goes upto 30 hrs. Its has touch controls, which is one of its kind, you can manage your music, calls and also voice assistance.",Amazing products.,5
"I am using Noise flare Neck Band since last 1 month.The magnet on off function of the band was completely damaged only from the third day of my use, about which complaint has been made two to three times on the company's complaint portal of Noise but no problem has been solved yet.  .",Noise Company's warrenty policy is completely fraud.,1
